,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.569,0.711,0.209,0.647,0.772,0.759,0.577,0.711,0.287,0.646,0.815,0.766
1,0.552,0.723,0.208,0.664,0.786,0.782,0.552,0.723,0.274,0.694,0.803,0.786
2,0.542,0.723,0.22,0.659,0.793,0.785,0.542,0.723,0.252,0.646,0.844,0.8
3,0.531,0.738,0.203,0.675,0.806,0.797,0.559,0.719,0.155,0.693,0.82,0.78
4,0.513,0.746,0.205,0.681,0.8,0.812,0.559,0.723,0.11,0.706,0.823,0.797
5,0.504,0.754,0.198,0.694,0.802,0.823,0.54,0.715,0.269,0.656,0.765,0.791
6,0.466,0.777,0.168,0.736,0.813,0.852,0.541,0.727,0.163,0.687,0.789,0.796
7,0.446,0.793,0.145,0.753,0.825,0.867,0.567,0.711,0.154,0.721,0.698,0.788
8,0.42,0.809,0.13,0.777,0.836,0.886,0.572,0.723,0.131,0.671,0.768,0.788
9,0.417,0.811,0.128,0.78,0.837,0.886,0.574,0.719,0.131,0.668,0.769,0.786
