,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.6155,0.694,0.302,0.635,0.7445,0.749,0.618,0.65,0.187,0.79,0.476,0.733
1,0.5775,0.713,0.171,0.6595,0.76,0.773,0.665,0.621,0.203,0.877,0.301,0.724
2,0.564,0.715,0.173,0.66,0.776,0.786,0.677,0.656,0.129,0.796,0.478,0.74
3,0.553,0.723,0.1875,0.6685,0.779,0.794,0.73,0.645,0.108,0.856,0.358,0.714
4,0.536,0.739,0.1995,0.6745,0.8035,0.8085,0.619,0.68,0.166,0.637,0.75,0.751
5,0.5125,0.754,0.1935,0.6985,0.8055,0.8325,0.649,0.664,0.154,0.575,0.785,0.741
6,0.493,0.768,0.191,0.7335,0.8045,0.8455,0.628,0.695,0.131,0.731,0.65,0.741
7,0.471,0.788,0.1695,0.749,0.825,0.868,0.634,0.691,0.141,0.758,0.611,0.748
8,0.467,0.789,0.169,0.7545,0.8235,0.869,0.636,0.688,0.151,0.795,0.544,0.747
9,0.4655,0.789,0.1695,0.751,0.8245,0.872,0.631,0.691,0.143,0.765,0.595,0.749
