,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.616,0.688,0.26,0.63,0.738,0.736,0.59,0.707,0.106,0.707,0.773,0.763
1,0.574,0.719,0.175,0.662,0.772,0.777,0.574,0.734,0.246,0.71,0.768,0.78
2,0.563,0.715,0.188,0.655,0.772,0.782,0.57,0.73,0.168,0.69,0.802,0.778
3,0.546,0.73,0.191,0.677,0.782,0.802,0.608,0.715,0.151,0.785,0.703,0.773
4,0.524,0.746,0.182,0.696,0.803,0.823,0.594,0.715,0.12,0.719,0.798,0.776
5,0.497,0.766,0.183,0.732,0.807,0.849,0.6,0.707,0.151,0.688,0.745,0.766
6,0.472,0.785,0.166,0.751,0.813,0.867,0.652,0.672,0.131,0.777,0.706,0.744
7,0.466,0.791,0.164,0.759,0.815,0.871,0.64,0.684,0.157,0.759,0.676,0.749
8,0.458,0.797,0.158,0.767,0.822,0.879,0.632,0.691,0.152,0.731,0.704,0.752
9,0.46,0.797,0.162,0.761,0.824,0.876,0.634,0.691,0.151,0.733,0.702,0.752
