,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.6065,0.688,0.191,0.6315,0.7425,0.7445,0.6185,0.6795,0.093,0.631,0.776,0.721
1,0.564,0.719,0.2005,0.655,0.7805,0.7805,0.5825,0.695,0.2915,0.716,0.713,0.76
2,0.55,0.721,0.2025,0.6635,0.7865,0.7895,0.599,0.6915,0.1435,0.7435,0.705,0.7575
3,0.5235,0.75,0.2015,0.6855,0.802,0.8145,0.594,0.6895,0.2865,0.6655,0.781,0.74
4,0.4835,0.773,0.18,0.7275,0.815,0.849,0.6815,0.6935,0.0865,0.645,0.814,0.745
5,0.44,0.805,0.151,0.771,0.8335,0.881,0.6425,0.6835,0.1185,0.6775,0.78,0.738
6,0.411,0.82,0.133,0.7925,0.843,0.9,0.638,0.6955,0.1215,0.737,0.728,0.7405
7,0.397,0.824,0.132,0.7945,0.8475,0.9075,0.636,0.6955,0.132,0.7105,0.749,0.7395
8,0.3965,0.824,0.1275,0.7995,0.8515,0.9085,0.627,0.6915,0.1395,0.6895,0.77,0.7455
9,0.3945,0.828,0.1255,0.801,0.8475,0.9085,0.6295,0.6915,0.1365,0.691,0.7695,0.7455
