,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,1.878,0.682,0.3025,0.6225,0.7305,0.7325,0.598,0.684,0.126,0.741,0.724,0.758
1,1.763,0.715,0.174,0.664,0.773,0.778,0.57,0.73,0.256,0.749,0.721,0.787
2,1.708,0.719,0.19,0.657,0.767,0.781,0.583,0.727,0.164,0.755,0.721,0.779
3,1.642,0.73,0.185,0.67,0.788,0.8,0.589,0.703,0.155,0.763,0.731,0.776
4,1.591,0.748,0.182,0.698,0.798,0.824,0.602,0.715,0.144,0.759,0.728,0.785
5,1.543,0.766,0.186,0.728,0.803,0.846,0.579,0.717,0.183,0.722,0.72,0.781
6,1.499,0.789,0.166,0.761,0.819,0.869,0.669,0.664,0.125,0.765,0.654,0.762
7,1.489,0.793,0.157,0.77,0.816,0.881,0.643,0.695,0.125,0.768,0.645,0.773
8,1.482,0.797,0.153,0.776,0.825,0.884,0.62,0.703,0.128,0.739,0.714,0.776
9,1.479,0.797,0.154,0.771,0.829,0.883,0.62,0.703,0.129,0.74,0.707,0.778
