,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.617,0.686,0.258,0.631,0.737,0.736,0.598,0.686,0.165,0.765,0.696,0.764
1,0.573,0.715,0.175,0.66,0.774,0.777,0.568,0.725,0.184,0.699,0.801,0.78
2,0.564,0.715,0.19,0.653,0.771,0.783,0.581,0.715,0.152,0.637,0.843,0.776
3,0.544,0.73,0.183,0.674,0.781,0.802,0.637,0.68,0.17,0.796,0.668,0.769
4,0.524,0.746,0.193,0.696,0.801,0.825,0.651,0.672,0.201,0.865,0.515,0.779
5,0.5,0.762,0.184,0.713,0.808,0.846,0.613,0.707,0.094,0.611,0.836,0.77
6,0.47,0.785,0.167,0.754,0.815,0.867,0.65,0.688,0.113,0.74,0.677,0.756
7,0.463,0.789,0.165,0.762,0.813,0.872,0.635,0.703,0.134,0.758,0.697,0.764
8,0.458,0.793,0.165,0.771,0.824,0.877,0.619,0.711,0.133,0.734,0.708,0.768
9,0.458,0.793,0.159,0.76,0.823,0.879,0.624,0.707,0.129,0.74,0.703,0.768
