,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.693,0.518,1,0.431,0.598,0.5,0.692,0.518,1,0.432,0.624,0.499
1,0.69,0.547,1,0.439,0.632,0.5,0.689,0.531,1,0.442,0.649,0.499
2,0.689,0.555,1,0.447,0.646,0.5,0.688,0.543,1,0.458,0.648,0.499
3,0.687,0.557,1,0.463,0.646,0.5,0.686,0.551,1,0.49,0.637,0.499
4,0.686,0.562,1,0.483,0.64,0.501,0.686,0.559,1,0.487,0.647,0.5
5,0.686,0.562,1,0.478,0.647,0.501,0.685,0.559,1,0.473,0.665,0.499
6,0.685,0.562,1,0.481,0.649,0.5,0.685,0.559,1,0.481,0.659,0.5
7,0.685,0.562,1,0.481,0.649,0.501,0.685,0.559,1,0.481,0.659,0.499
8,0.685,0.562,1,0.479,0.645,0.499,0.685,0.559,1,0.481,0.659,0.499
9,0.685,0.564,1,0.483,0.649,0.5,0.685,0.559,1,0.481,0.659,0.499
