,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.618,0.688,0.259,0.632,0.738,0.737,0.593,0.691,0.12,0.733,0.741,0.762
1,0.572,0.715,0.167,0.664,0.774,0.776,0.572,0.723,0.166,0.699,0.798,0.777
2,0.564,0.719,0.192,0.655,0.775,0.782,0.578,0.719,0.164,0.623,0.846,0.781
3,0.543,0.73,0.186,0.677,0.787,0.803,0.604,0.711,0.073,0.667,0.835,0.77
4,0.524,0.746,0.189,0.695,0.8,0.821,0.589,0.715,0.098,0.697,0.815,0.781
5,0.5,0.762,0.185,0.725,0.808,0.84,0.573,0.707,0.132,0.603,0.812,0.789
6,0.473,0.781,0.17,0.756,0.81,0.863,0.676,0.67,0.122,0.797,0.637,0.762
7,0.464,0.789,0.162,0.756,0.816,0.874,0.623,0.707,0.122,0.75,0.752,0.775
8,0.456,0.793,0.162,0.762,0.824,0.879,0.599,0.715,0.126,0.722,0.754,0.781
9,0.454,0.793,0.168,0.763,0.818,0.88,0.602,0.715,0.123,0.725,0.747,0.781
