,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.6725,0.577,0.72,0.4725,0.696,0.5555,0.662,0.615,0.7165,0.5795,0.6085,0.636
1,0.611,0.67,0.3145,0.5955,0.752,0.7025,0.633,0.633,0.2795,0.897,0.368,0.678
2,0.593,0.691,0.286,0.5965,0.7785,0.722,0.628,0.65,0.287,0.8605,0.484,0.688
3,0.595,0.6915,0.263,0.617,0.766,0.7165,0.626,0.645,0.223,0.914,0.33,0.698
4,0.586,0.699,0.2425,0.6115,0.7855,0.735,0.621,0.656,0.24,0.9285,0.3175,0.711
5,0.577,0.711,0.239,0.6335,0.78,0.7505,0.595,0.68,0.248,0.662,0.715,0.726
6,0.576,0.707,0.219,0.627,0.791,0.747,0.592,0.68,0.247,0.71,0.662,0.729
7,0.5715,0.715,0.218,0.638,0.7825,0.752,0.593,0.679,0.221,0.722,0.642,0.7295
8,0.5705,0.715,0.213,0.629,0.7905,0.7535,0.594,0.68,0.224,0.74,0.617,0.729
9,0.575,0.707,0.214,0.626,0.7825,0.75,0.593,0.68,0.219,0.731,0.628,0.73
