,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.04239137378557779,0.0806888595996502,0.2564023623693265,0.08067233352782972,0.09973935874337514,0.08115763125616168,0.08280297901243248,0.0967005687677172,0.07982689605222874,0.16356751918805074,0.1373571985736459,0.04887739763939979
1,0.031748253295285196,0.03138469700903939,0.04273873192256886,0.06850115860449901,0.12003946441013896,0.046292719438545335,0.11012265888544467,0.09930928120439367,0.08294777473406585,0.10362110467145841,0.11930213744941873,0.04757099956906517
2,0.03368349414442892,0.05462416320960173,0.03632979449782187,0.05284205275803108,0.08537362794918786,0.04425173299449269,0.1033892321923968,0.09135826910210885,0.062428625912583836,0.13649542116862384,0.10500634901439691,0.04800347209664461
3,0.06455368136502965,0.07077020155808113,0.04225970349733348,0.07870964826600822,0.1225839362582693,0.056649990543436356,0.1399892853042689,0.07308214556237386,0.04202776859807494,0.07848779098263203,0.10453229166147655,0.06489992295835181
4,0.03704080761230008,0.029206041449379227,0.04684357623965782,0.05337040378337042,0.040089453547214694,0.04195912599147238,0.09027919657004778,0.07561305002004173,0.012858201014657285,0.1791824024097605,0.0714446172453414,0.05345091205957106
5,0.05347965048383371,0.050354386955997046,0.03431491646592619,0.0649582039004178,0.03586721543216231,0.04027960805912621,0.05345091205957107,0.044298231717906436,0.013228756555322949,0.14182030884185803,0.04504442251822081,0.04026164427839483
6,0.04103597918048975,0.03419769787109273,0.03352301980942136,0.044242190594176375,0.05033345159241862,0.04333754558281834,0.09727795228107962,0.09404431579491308,0.053,0.15490749928048456,0.040632499307820064,0.05267826876426374
7,0.052445618092867,0.039961846883611464,0.02541759170838119,0.03758050617600095,0.08101569512843086,0.0438005218494679,0.10225621415509836,0.0916642423921855,0.06070694633510512,0.13856767299770897,0.045763886781318486,0.051520222566807085
8,0.04432823995088071,0.04951812238407717,0.027001396201407745,0.03379499352421284,0.07316996955339289,0.043877345277163575,0.10450358845513393,0.09100000000000003,0.05961822987420318,0.12504799078753726,0.053018864567246235,0.050029991005396
9,0.04505878875918043,0.050648579164953605,0.03285335381879386,0.036948999599834526,0.0675362982943364,0.04421989604634103,0.10172511980823618,0.08879376855012597,0.06772247288259145,0.14371151658792,0.05452522352086239,0.050500825075768196
