,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.6155,0.696,0.851,0.6355,0.745,0.7505,0.642,0.637,0.488,0.85,0.422,0.732
1,0.5775,0.711,0.5055,0.658,0.7595,0.7745,0.646,0.641,0.464,0.847,0.372,0.724
2,0.563,0.719,0.4515,0.6555,0.7735,0.786,0.657,0.66,0.331,0.79,0.49,0.735
3,0.5525,0.727,0.4385,0.665,0.7855,0.792,0.665,0.656,0.39,0.548,0.785,0.717
4,0.5335,0.739,0.443,0.683,0.795,0.811,0.617,0.68,0.309,0.645,0.726,0.754
5,0.508,0.758,0.42,0.7085,0.8,0.8345,0.636,0.672,0.333,0.636,0.726,0.737
6,0.485,0.773,0.394,0.732,0.8055,0.856,0.626,0.691,0.315,0.681,0.702,0.744
7,0.471,0.785,0.367,0.7495,0.82,0.868,0.648,0.699,0.262,0.718,0.668,0.744
8,0.4665,0.793,0.367,0.7575,0.8205,0.8715,0.634,0.688,0.313,0.785,0.558,0.741
9,0.464,0.789,0.362,0.754,0.825,0.872,0.632,0.688,0.296,0.755,0.605,0.744
