,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.612,0.693,0.847,0.632,0.74,0.752,0.549,0.762,0.492,0.713,0.74,0.828
1,0.575,0.715,0.522,0.652,0.768,0.777,0.54,0.733,0.452,0.597,0.875,0.83
2,0.56,0.719,0.466,0.663,0.769,0.787,0.555,0.734,0.355,0.779,0.792,0.819
3,0.547,0.723,0.454,0.663,0.786,0.8,0.575,0.719,0.326,0.807,0.645,0.819
4,0.526,0.746,0.422,0.682,0.795,0.821,0.519,0.762,0.235,0.617,0.807,0.807
5,0.497,0.77,0.404,0.726,0.809,0.844,0.547,0.758,0.17,0.601,0.81,0.813
6,0.476,0.781,0.376,0.742,0.809,0.862,0.551,0.734,0.25,0.74,0.761,0.813
7,0.461,0.793,0.364,0.761,0.82,0.872,0.546,0.75,0.22,0.752,0.741,0.818
8,0.452,0.801,0.347,0.766,0.826,0.884,0.543,0.754,0.212,0.732,0.754,0.818
9,0.452,0.801,0.34,0.764,0.831,0.882,0.544,0.754,0.215,0.733,0.752,0.817
