,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.393,0.812,0.097,0.528,0.938,0.859,0.3565,0.938,0.0965,0.551,0.985,0.94
1,0.357,0.875,0.091,0.571,0.945,0.893,0.3955,0.875,0.108,0.5115000000000001,0.968,0.924
2,0.326,0.875,0.081,0.616,0.948,0.921,0.3875,0.875,0.085,0.5555000000000001,0.9464999999999999,0.925
3,0.277,0.875,0.065,0.678,0.957,0.952,0.391,0.875,0.0835,0.5660000000000001,0.9524999999999999,0.923
4,0.243,0.938,0.054,0.731,0.96,0.974,0.3905,0.875,0.066,0.632,0.9404999999999999,0.9495
5,0.227,0.938,0.05,0.759,0.959,0.982,0.4195,0.875,0.0605,0.52,0.968,0.9715
6,0.219,0.938,0.049,0.77,0.96,0.983,0.4145,0.875,0.0685,0.5335000000000001,0.9504999999999999,0.958
7,0.216,0.938,0.048,0.772,0.961,0.984,0.405,0.875,0.07,0.58,0.948,0.9684999999999999
8,0.213,0.938,0.048,0.772,0.961,0.984,0.4005,0.875,0.067,0.604,0.946,0.982
9,0.212,0.938,0.048,0.775,0.961,0.984,0.4265,0.875,0.062,0.56,0.96,0.978
