,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.406,0.844,0.0895,0.5634999999999999,0.933,0.842,0.414,0.844,0.108,0.387,0.98,0.905
1,0.364,0.859,0.086,0.562,0.943,0.8674999999999999,0.365,0.859,0.098,0.529,0.962,0.889
2,0.32,0.875,0.074,0.622,0.953,0.899,0.34,0.859,0.067,0.653,0.95,0.91
3,0.2825,0.891,0.058,0.6825000000000001,0.9544999999999999,0.925,0.321,0.875,0.047,0.701,0.917,0.872
4,0.243,0.906,0.051,0.734,0.96,0.952,0.35,0.875,0.056,0.663,0.934,0.862
5,0.228,0.922,0.047,0.762,0.96,0.957,0.369,0.859,0.051,0.657,0.939,0.852
6,0.216,0.922,0.046,0.7715000000000001,0.9624999999999999,0.963,0.345,0.875,0.055,0.692,0.933,0.86
7,0.215,0.922,0.045,0.775,0.963,0.965,0.356,0.875,0.048,0.664,0.94,0.867
8,0.2115,0.922,0.044,0.777,0.963,0.965,0.348,0.875,0.049,0.69,0.935,0.862
9,0.21,0.922,0.044,0.782,0.962,0.965,0.364,0.875,0.046,0.66,0.942,0.865
