,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.496,0.824,0.105,0.618,0.875,0.822,0.459,0.812,0.077,0.644,0.891,0.82
1,0.372,0.855,0.081,0.56,0.943,0.855,0.439,0.81,0.095,0.672,0.919,0.829
2,0.332,0.871,0.074,0.599,0.951,0.883,0.442,0.825,0.072,0.6,0.935,0.817
3,0.292,0.895,0.062,0.657,0.956,0.912,0.489,0.802,0.041,0.56,0.942,0.83
4,0.257,0.906,0.053,0.72,0.958,0.938,0.407,0.824,0.076,0.724,0.873,0.843
5,0.237,0.914,0.048,0.743,0.961,0.949,0.442,0.825,0.066,0.674,0.896,0.827
6,0.225,0.918,0.046,0.761,0.959,0.954,0.471,0.817,0.051,0.68,0.918,0.82
7,0.221,0.922,0.045,0.77,0.96,0.955,0.466,0.817,0.051,0.672,0.914,0.828
8,0.215,0.922,0.044,0.773,0.963,0.959,0.469,0.817,0.047,0.671,0.916,0.829
9,0.217,0.922,0.044,0.768,0.964,0.959,0.484,0.817,0.047,0.658,0.92,0.828
