,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.498,0.82,0.105,0.615,0.875,0.817,0.451,0.816,0.071,0.638,0.898,0.821
1,0.375,0.855,0.081,0.565,0.942,0.852,0.407,0.837,0.088,0.726,0.901,0.843
2,0.34,0.863,0.074,0.591,0.949,0.878,0.422,0.822,0.07,0.68,0.898,0.805
3,0.304,0.883,0.064,0.64,0.952,0.908,0.451,0.816,0.058,0.675,0.906,0.812
4,0.271,0.902,0.055,0.698,0.957,0.928,0.457,0.813,0.08,0.667,0.869,0.812
5,0.248,0.91,0.05,0.731,0.96,0.942,0.46,0.828,0.053,0.634,0.922,0.819
6,0.235,0.914,0.048,0.743,0.958,0.947,0.484,0.81,0.052,0.652,0.916,0.81
7,0.227,0.922,0.047,0.755,0.96,0.953,0.487,0.817,0.051,0.651,0.916,0.814
8,0.225,0.918,0.046,0.759,0.962,0.953,0.483,0.817,0.05,0.668,0.912,0.818
9,0.226,0.918,0.045,0.757,0.963,0.956,0.499,0.817,0.05,0.652,0.917,0.816
