,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.657,0.733,0.998,0.155,0.9275,0.5,0.657,0.527,0.479,0.058,0.984,0.508
1,0.54,0.744,0.132,0.053,0.985,0.509,0.691,0.518,0.122,0.041,0.989,0.514
2,0.528,0.745,0.121,0.052,0.985,0.499,0.692,0.518,0.122,0.041,0.989,0.516
3,0.5245,0.746,0.124,0.0515,0.986,0.4945,0.691,0.518,0.128,0.041,0.989,0.514
4,0.523,0.748,0.126,0.052,0.986,0.505,0.691,0.518,0.128,0.041,0.989,0.515
5,0.521,0.751,0.125,0.051,0.986,0.5015,0.691,0.518,0.128,0.041,0.989,0.514
6,0.5235,0.747,0.126,0.05,0.986,0.497,0.69,0.518,0.128,0.041,0.989,0.514
7,0.5285,0.743,0.126,0.05,0.986,0.502,0.69,0.518,0.128,0.041,0.989,0.513
8,0.525,0.747,0.126,0.0505,0.986,0.503,0.69,0.518,0.128,0.041,0.989,0.515
9,0.523,0.748,0.126,0.051,0.986,0.5015,0.69,0.518,0.128,0.041,0.989,0.514
