,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.495,0.82,0.351,0.588,0.888,0.823,0.531,0.781,0.193,0.402,0.911,0.704
1,0.375,0.852,0.177,0.559,0.937,0.848,0.455,0.773,0.282,0.507,0.886,0.725
2,0.346,0.867,0.165,0.592,0.945,0.881,0.535,0.734,0.201,0.545,0.823,0.694
3,0.305,0.885,0.141,0.642,0.956,0.908,0.506,0.766,0.164,0.54,0.877,0.739
4,0.262,0.906,0.119,0.705,0.959,0.932,0.509,0.771,0.189,0.557,0.842,0.744
5,0.246,0.91,0.108,0.731,0.961,0.945,0.554,0.77,0.131,0.52,0.867,0.736
6,0.23,0.918,0.101,0.75,0.96,0.951,0.598,0.746,0.171,0.594,0.811,0.719
7,0.234,0.914,0.102,0.749,0.961,0.953,0.59,0.746,0.168,0.611,0.807,0.723
8,0.227,0.918,0.1,0.76,0.965,0.956,0.594,0.746,0.164,0.601,0.81,0.723
9,0.224,0.918,0.101,0.762,0.959,0.955,0.624,0.736,0.172,0.632,0.786,0.72
