,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.392,0.84,0.083,0.526,0.934,0.824,0.448,0.802,0.108,0.567,0.926,0.816
1,0.372,0.848,0.085,0.555,0.942,0.843,0.407,0.82,0.096,0.699,0.904,0.83
2,0.358,0.848,0.084,0.55,0.939,0.856,0.415,0.825,0.089,0.603,0.933,0.843
3,0.352,0.855,0.081,0.561,0.946,0.86,0.438,0.825,0.086,0.649,0.919,0.832
4,0.332,0.871,0.072,0.585,0.949,0.877,0.427,0.793,0.087,0.544,0.943,0.835
5,0.286,0.893,0.056,0.667,0.958,0.914,0.48,0.795,0.056,0.58,0.917,0.835
6,0.252,0.908,0.048,0.72,0.96,0.934,0.468,0.833,0.051,0.647,0.921,0.836
7,0.228,0.918,0.045,0.749,0.961,0.948,0.516,0.81,0.053,0.601,0.929,0.846
8,0.218,0.922,0.043,0.761,0.962,0.954,0.53,0.825,0.048,0.627,0.925,0.849
9,0.22,0.92,0.043,0.764,0.966,0.954,0.523,0.81,0.049,0.6,0.931,0.85
