,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,1.688,0.82,0.109,0.606,0.874,0.818,0.485,0.812,0.055,0.684,0.884,0.817
1,1.211,0.855,0.08,0.567,0.943,0.853,0.432,0.825,0.071,0.649,0.913,0.828
2,0.99,0.863,0.079,0.586,0.947,0.873,0.494,0.809,0.053,0.727,0.879,0.818
3,0.828,0.879,0.068,0.629,0.95,0.893,0.441,0.817,0.048,0.562,0.912,0.821
4,0.715,0.895,0.059,0.673,0.957,0.921,0.452,0.797,0.07,0.735,0.861,0.815
5,0.645,0.906,0.05,0.721,0.958,0.938,0.414,0.832,0.063,0.665,0.894,0.818
6,0.598,0.914,0.048,0.749,0.958,0.95,0.455,0.812,0.074,0.709,0.863,0.825
7,0.576,0.918,0.045,0.764,0.96,0.955,0.421,0.824,0.065,0.674,0.888,0.822
8,0.568,0.922,0.045,0.772,0.961,0.955,0.418,0.824,0.066,0.678,0.888,0.819
9,0.568,0.92,0.044,0.765,0.963,0.957,0.427,0.824,0.062,0.654,0.895,0.818
