,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.467,0.77,0.138,0.344,0.941,0.75,0.507,0.748,0.159,0.492,0.884,0.71
1,0.413,0.82,0.098,0.492,0.93,0.8,0.521,0.736,0.124,0.447,0.867,0.704
2,0.402,0.828,0.089,0.524,0.927,0.815,0.525,0.732,0.126,0.456,0.855,0.663
3,0.4,0.836,0.087,0.531,0.926,0.822,0.53,0.74,0.104,0.363,0.886,0.646
4,0.393,0.84,0.09,0.542,0.93,0.827,0.535,0.74,0.111,0.388,0.867,0.645
5,0.388,0.844,0.086,0.532,0.935,0.829,0.549,0.734,0.122,0.407,0.853,0.648
6,0.388,0.84,0.087,0.527,0.933,0.828,0.541,0.738,0.113,0.365,0.87,0.644
7,0.383,0.844,0.086,0.54,0.936,0.831,0.545,0.736,0.114,0.378,0.865,0.646
8,0.399,0.828,0.086,0.535,0.933,0.827,0.546,0.738,0.117,0.383,0.863,0.646
9,0.389,0.838,0.084,0.529,0.934,0.835,0.546,0.738,0.116,0.382,0.863,0.646
