,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.425,0.828,0.085,0.568,0.922,0.832,0.363,0.8635,0.063,0.5715,0.9425,0.8765
1,0.353,0.859,0.08,0.579,0.943,0.871,0.3745,0.8515,0.0775,0.678,0.915,0.8965
2,0.323,0.875,0.071,0.617,0.95,0.893,0.4165,0.84,0.051,0.6405,0.9145,0.886
3,0.275,0.898,0.058,0.684,0.954,0.926,0.4115,0.848,0.048,0.6225,0.9445,0.8965
4,0.242,0.914,0.05,0.736,0.959,0.948,0.41,0.846,0.0535,0.6385,0.9165,0.8825
5,0.226,0.914,0.047,0.757,0.961,0.956,0.413,0.848,0.048,0.653,0.9125,0.8745
6,0.215,0.922,0.045,0.774,0.959,0.96,0.427,0.842,0.045,0.6755,0.9055,0.881
7,0.21,0.922,0.044,0.778,0.961,0.962,0.4195,0.85,0.0495,0.6425,0.917,0.88
8,0.209,0.922,0.044,0.783,0.962,0.963,0.4245,0.8515,0.0435,0.664,0.9105,0.8865
9,0.207,0.922,0.044,0.779,0.963,0.962,0.42,0.8535,0.047,0.645,0.9165,0.8845
