,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.09443236005956852,0.0649296225997387,0.16443426465826197,0.06702752708076588,0.08451079990289524,0.06402539002612483,0.07255822784888993,0.052352513925175696,0.03035945369356024,0.15722413482486897,0.049950689970924604,0.06370411513955977
1,0.03678305125273342,0.027526252554278464,0.010334710046389332,0.058089336228321055,0.030041710698531364,0.033134873339483714,0.0906026450260382,0.06312119861255577,0.02575572058508833,0.116528046899816,0.07754814172960099,0.053232475318844875
2,0.04911438999032808,0.026855733925194167,0.010477174150929233,0.06293233719828431,0.026448973489283198,0.03300624492167999,0.11081636998721289,0.05761060790216626,0.015099668870541498,0.16739943676300537,0.069530568816888,0.06944010780110134
3,0.05717336419623295,0.027984665667038857,0.007561304143501671,0.06530233783099035,0.026091293544620354,0.03361682435306093,0.10699524355249228,0.051443276667468556,0.016166543936696642,0.14334118887664993,0.06898744709831532,0.07275386587666668
4,0.0657334545696421,0.028638668271247107,0.007179820435535303,0.06483967944984549,0.02581142132760204,0.03753700327324326,0.10640488710580918,0.05462191475432339,0.018905781428668094,0.13827276356122034,0.06254012997382445,0.07265328622987403
5,0.07042903020777574,0.029137298238735777,0.006721254925250528,0.07375167550454269,0.024827878761142567,0.04082676887533153,0.10589583831024035,0.051859700842065905,0.01681835731744164,0.14747953853234788,0.06035845307115531,0.08128037893612454
6,0.07415413520234675,0.029753493353958254,0.005512106412691621,0.07002201397250714,0.02814845077003354,0.041008893043655986,0.10347109672339835,0.05340144460325288,0.013871218918527465,0.14818225987903255,0.0650054942732865,0.08199902002898744
7,0.07511182618586974,0.0328050856563503,0.006325402027395504,0.08023246814817353,0.024335178421286446,0.04117406310893314,0.09931155881510328,0.05402909269220479,0.015221577729375775,0.14250989940552,0.056603255837704,0.07929409543861744
8,0.07557682971138892,0.030165221757847187,0.005586590798895203,0.07659492501554505,0.02707531539368729,0.041803876645164155,0.10564597213605177,0.05217809474701593,0.013585049555617066,0.1548814638913994,0.0630459016454338,0.08390289880910806
9,0.07617505761593686,0.03112312348270497,0.006123817109843082,0.07763135155698021,0.02430068993508208,0.04175222504259849,0.10447274080557363,0.05366413407215554,0.014964243095745651,0.14314702731307918,0.05740815646379379,0.08195425553319363
