,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.432,0.848,0.1605,0.279,0.96,0.729,0.42,0.837,0.154,0.3345,0.968,0.767
1,0.414,0.865,0.162,0.331,0.952,0.768,0.4195,0.859,0.175,0.3595,0.96,0.7725
2,0.408,0.871,0.16,0.3425,0.954,0.77,0.423,0.863,0.1485,0.345,0.958,0.768
3,0.405,0.871,0.157,0.342,0.954,0.7785,0.419,0.859,0.157,0.339,0.959,0.776
4,0.404,0.871,0.159,0.358,0.952,0.785,0.413,0.856,0.152,0.3285,0.957,0.782
5,0.399,0.875,0.158,0.356,0.952,0.789,0.424,0.863,0.1475,0.358,0.954,0.782
6,0.404,0.873,0.157,0.367,0.949,0.782,0.426,0.862,0.15,0.368,0.954,0.782
7,0.404,0.871,0.157,0.358,0.95,0.785,0.419,0.862,0.146,0.348,0.958,0.782
8,0.401,0.871,0.158,0.3645,0.95,0.7885,0.423,0.863,0.152,0.3625,0.9545,0.7815
9,0.403,0.873,0.158,0.361,0.95,0.778,0.421,0.865,0.15,0.358,0.956,0.782
