,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.405,0.871,0.158,0.379,0.945,0.779,0.507,0.766,0.194,0.663,0.738,0.801
1,0.376,0.881,0.143,0.449,0.938,0.82,0.451,0.824,0.196,0.581,0.854,0.704
2,0.365,0.883,0.133,0.492,0.935,0.854,0.437,0.826,0.145,0.625,0.863,0.815
3,0.341,0.895,0.119,0.538,0.936,0.874,0.438,0.811,0.131,0.489,0.908,0.697
4,0.308,0.914,0.105,0.597,0.943,0.902,0.5,0.809,0.122,0.625,0.871,0.799
5,0.283,0.926,0.092,0.646,0.943,0.922,0.544,0.803,0.121,0.75,0.811,0.819
6,0.266,0.934,0.084,0.674,0.947,0.931,0.533,0.832,0.106,0.715,0.82,0.804
7,0.255,0.938,0.08,0.691,0.948,0.936,0.563,0.82,0.106,0.709,0.805,0.805
8,0.254,0.936,0.079,0.699,0.948,0.941,0.552,0.828,0.102,0.708,0.81,0.805
9,0.25,0.941,0.078,0.705,0.948,0.943,0.555,0.828,0.101,0.707,0.812,0.806
