,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.404,0.875,0.157,0.388,0.943,0.787,0.3675,0.8985,0.1315,0.4125,0.9505,0.7555
1,0.38,0.875,0.144,0.459,0.936,0.827,0.401,0.8525,0.166,0.5955,0.862,0.774
2,0.361,0.887,0.128,0.508,0.936,0.853,0.3765,0.874,0.128,0.541,0.894,0.7985
3,0.327,0.906,0.111,0.567,0.938,0.882,0.4,0.885,0.0995,0.418,0.942,0.7705
4,0.295,0.92,0.097,0.625,0.941,0.91,0.4155,0.8585,0.115,0.588,0.875,0.7745
5,0.267,0.934,0.083,0.68,0.944,0.932,0.42,0.856,0.103,0.56,0.8705,0.759
6,0.247,0.938,0.076,0.715,0.949,0.939,0.4285,0.871,0.0915,0.5505,0.8825,0.772
7,0.233,0.941,0.07,0.733,0.952,0.948,0.4425,0.869,0.0915,0.5545,0.8785,0.7625
8,0.229,0.941,0.069,0.741,0.951,0.945,0.4435,0.872,0.09,0.5335,0.89,0.763
9,0.23,0.943,0.069,0.741,0.952,0.946,0.4445,0.869,0.09,0.5545,0.878,0.7625
