,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.07223094672860954,0.06017418846965401,0.14932894555233658,0.059873788117983,0.06926599544744756,0.06500526995150502,0.07712945209809532,0.06486249191283708,0.02997062053475195,0.08933644273195569,0.07010196655077312,0.07635100647978511
1,0.022389479949930024,0.019600961336883386,0.011185374627955904,0.04035684327708254,0.01784539834528694,0.04499374254156889,0.07487545214109452,0.05292357472719282,0.03774349518223542,0.08059658506295118,0.061329710037903565,0.07619461298293367
2,0.023785139784535836,0.018794147969905743,0.009500165998472884,0.037696036098305664,0.01974213125346256,0.04227784430737322,0.07784783692746843,0.05609133707835906,0.03106981386061611,0.10865366559678993,0.06194813498864537,0.07914062228235316
3,0.02871841875612864,0.02228028767433236,0.008778445132649028,0.035587260826673024,0.02438935595653479,0.043184478418884786,0.07230886134196436,0.05181698563212646,0.019108711551092537,0.09382608024069498,0.06116332545694667,0.062222718251991105
4,0.03416789582028336,0.02073768576493542,0.007729338614970719,0.027749779376561107,0.020554562577403814,0.0425145138881765,0.08418319026866067,0.042823002274589815,0.015366940396281135,0.08180231688417539,0.053307285305731596,0.059110066824526596
5,0.03945648886566703,0.020931814570745274,0.006965358075250932,0.02727659465538471,0.02024126194746098,0.04308078843506029,0.08026177409547076,0.04186656809208899,0.01148705275309472,0.08104819260051098,0.04638914076540308,0.05633784146515005
6,0.047775376524133537,0.022390653444981316,0.006244313438481965,0.03126298791722677,0.02344932665674603,0.042720875384512164,0.091665541118631,0.04723648710780381,0.009281317640446166,0.09279675692198568,0.055788290288673784,0.06097813815896099
7,0.05053553469507275,0.02266772768558181,0.006050520631862061,0.03457597534572712,0.02263937589334941,0.04369190648286228,0.09304453618717068,0.04939924811457879,0.00939858145324779,0.09464998176238096,0.05254974967091842,0.06132272164928911
8,0.05111089139982907,0.023281092747826394,0.006364817014755494,0.03371721502576898,0.024236101036945838,0.04464368834890575,0.08892693630166283,0.049055847668511364,0.010221359521912457,0.0960545479947524,0.05308932275397936,0.061821940934852423
9,0.05174240029130199,0.02300638644203423,0.006681198321433228,0.03532820334845575,0.024050714498679373,0.04387140809612773,0.08983079332039447,0.04858571218549163,0.010209705932988238,0.0978945010372561,0.0529114264371983,0.0618704483655354
