,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.3965,0.867,0.152,0.419,0.9395,0.7915,0.371,0.906,0.137,0.438,0.925,0.807
1,0.371,0.875,0.134,0.4825,0.9345,0.8245,0.375,0.875,0.121,0.429,0.937,0.823
2,0.35,0.891,0.124,0.534,0.933,0.852,0.393,0.891,0.138,0.537,0.899,0.782
3,0.315,0.906,0.103,0.598,0.937,0.889,0.389,0.875,0.107,0.47,0.921,0.797
4,0.281,0.918,0.088,0.6605,0.94,0.917,0.426,0.875,0.104,0.492,0.899,0.788
5,0.248,0.922,0.073,0.714,0.9455,0.94,0.453,0.875,0.088,0.478,0.894,0.783
6,0.226,0.938,0.064,0.754,0.95,0.954,0.46,0.875,0.086,0.515,0.899,0.781
7,0.211,0.938,0.058,0.778,0.951,0.961,0.467,0.875,0.082,0.512,0.892,0.774
8,0.206,0.938,0.056,0.786,0.954,0.963,0.473,0.875,0.082,0.504,0.895,0.778
9,0.206,0.938,0.055,0.7845,0.954,0.9625,0.471,0.867,0.084,0.52,0.884,0.773
