,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.188,0.953,0.014,0.12,0.995,0.79,0.162,1,0.011,0.071,0.998,0.732
1,0.176,0.953,0.017,0.1785,0.994,0.836,0.162,1,0.013,0.115,0.996,0.777
2,0.163,0.953,0.02,0.2485,0.992,0.88,0.156,1,0.017,0.175,0.994,0.795
3,0.145,0.953,0.021,0.341,0.99,0.918,0.155,1,0.013,0.178,0.994,0.813
4,0.136,0.961,0.021,0.401,0.989,0.937,0.158,1,0.016,0.207,0.991,0.796
5,0.131,0.969,0.021,0.429,0.989,0.946,0.156,1,0.013,0.192,0.994,0.812
6,0.126,0.969,0.021,0.455,0.989,0.952,0.154,1,0.012,0.187,0.994,0.8
7,0.123,0.969,0.021,0.469,0.989,0.956,0.155,1,0.013,0.2,0.994,0.804
8,0.123,0.969,0.021,0.469,0.989,0.956,0.156,1,0.013,0.207,0.993,0.802
9,0.123,0.969,0.021,0.471,0.989,0.957,0.155,1,0.012,0.196,0.994,0.8
