,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.195,0.949,0.013,0.112,0.996,0.765,0.172,0.965,0.008,0.103,0.997,0.744
1,0.185,0.949,0.016,0.159,0.994,0.798,0.172,0.967,0.018,0.181,0.995,0.817
2,0.18,0.949,0.018,0.1765,0.993,0.8205,0.165,0.965,0.02,0.231,0.992,0.811
3,0.1775,0.949,0.018,0.186,0.993,0.829,0.167,0.969,0.013,0.164,0.996,0.827
4,0.177,0.949,0.019,0.2025,0.993,0.8375,0.164,0.965,0.019,0.225,0.994,0.837
5,0.171,0.951,0.019,0.218,0.993,0.8475,0.158,0.967,0.014,0.185,0.996,0.833
6,0.17,0.949,0.02,0.23,0.992,0.855,0.157,0.965,0.015,0.229,0.993,0.841
7,0.165,0.953,0.02,0.2515,0.992,0.861,0.156,0.965,0.015,0.244,0.992,0.837
8,0.162,0.953,0.021,0.275,0.991,0.872,0.151,0.965,0.015,0.26,0.992,0.851
9,0.159,0.953,0.021,0.2885,0.991,0.876,0.151,0.965,0.015,0.261,0.991,0.855
