,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.7185,0.945,0.013,0.117,0.995,0.754,0.172,0.965,0.01,0.12,0.995,0.737
1,0.2675,0.949,0.015,0.138,0.995,0.7795,0.172,0.965,0.011,0.116,0.997,0.729
2,0.219,0.949,0.016,0.168,0.994,0.807,0.176,0.957,0.027,0.3,0.983,0.78
3,0.212,0.949,0.017,0.178,0.994,0.822,0.17,0.963,0.014,0.168,0.996,0.818
4,0.209,0.949,0.018,0.197,0.993,0.835,0.162,0.965,0.014,0.185,0.996,0.821
5,0.202,0.951,0.019,0.217,0.993,0.844,0.162,0.961,0.018,0.209,0.994,0.84
6,0.1995,0.952,0.019,0.2335,0.993,0.855,0.156,0.965,0.014,0.196,0.996,0.836
7,0.195,0.953,0.019,0.256,0.992,0.863,0.158,0.961,0.017,0.234,0.992,0.843
8,0.19,0.953,0.02,0.2805,0.992,0.874,0.158,0.965,0.015,0.183,0.994,0.842
9,0.187,0.953,0.02,0.286,0.992,0.877,0.158,0.965,0.015,0.188,0.994,0.845
