,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.194,0.949,0.014,0.117,0.995,0.77,0.181,0.959,0.0125,0.0675,0.998,0.7175
1,0.182,0.953,0.016,0.16,0.994,0.808,0.176,0.961,0.011,0.082,0.998,0.727
2,0.173,0.953,0.018,0.216,0.993,0.848,0.171,0.961,0.013,0.1175,0.9965,0.7455
3,0.158,0.953,0.019,0.298,0.991,0.887,0.1765,0.961,0.015,0.1575,0.995,0.781
4,0.146,0.961,0.021,0.3635,0.99,0.911,0.1795,0.959,0.0155,0.159,0.9945,0.775
5,0.138,0.961,0.021,0.399,0.99,0.925,0.1775,0.953,0.0135,0.17,0.995,0.7775
6,0.134,0.961,0.021,0.419,0.99,0.933,0.1775,0.961,0.015,0.1805,0.995,0.7685
7,0.131,0.961,0.021,0.433,0.99,0.937,0.179,0.957,0.0145,0.1755,0.9945,0.768
8,0.1305,0.961,0.021,0.437,0.989,0.9375,0.1785,0.959,0.015,0.176,0.995,0.7685
9,0.13,0.961,0.021,0.439,0.989,0.9385,0.178,0.955,0.015,0.1815,0.9945,0.7695
