,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.199,0.947,0.013,0.114,0.996,0.757,0.17,0.965,0.009,0.086,0.997,0.735
1,0.1865,0.949,0.015,0.144,0.995,0.784,0.169,0.963,0.014,0.138,0.995,0.716
2,0.18,0.951,0.017,0.179,0.994,0.814,0.172,0.965,0.024,0.187,0.989,0.74
3,0.171,0.953,0.018,0.2235,0.993,0.8395,0.177,0.965,0.012,0.132,0.996,0.772
4,0.162,0.953,0.019,0.274,0.992,0.869,0.172,0.967,0.013,0.166,0.994,0.792
5,0.153,0.957,0.02,0.3215,0.991,0.89,0.186,0.965,0.011,0.136,0.997,0.795
6,0.148,0.957,0.021,0.358,0.99,0.904,0.182,0.967,0.008,0.14,0.998,0.823
7,0.142,0.957,0.021,0.3835,0.99,0.914,0.181,0.965,0.01,0.152,0.996,0.822
8,0.136,0.957,0.021,0.408,0.989,0.9235,0.183,0.967,0.01,0.149,0.996,0.834
9,0.133,0.961,0.021,0.4245,0.989,0.929,0.178,0.965,0.011,0.165,0.995,0.828
