,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.18,0.938,0.014,0.088,0.997,0.8,0.142,1,0.01,0.107,0.998,0.758
1,0.168,0.938,0.018,0.167,0.995,0.872,0.124,1,0.008,0.128,0.997,0.829
2,0.154,0.938,0.02,0.232,0.994,0.929,0.123,1,0.008,0.154,0.998,0.846
3,0.143,0.969,0.02,0.308,0.992,0.933,0.119,1,0.009,0.175,0.997,0.852
4,0.135,1,0.021,0.364,0.991,0.949,0.123,1,0.008,0.194,0.997,0.85
5,0.129,1,0.021,0.394,0.99,0.964,0.118,1,0.008,0.171,0.997,0.836
6,0.126,1,0.021,0.419,0.99,0.969,0.126,1,0.008,0.191,0.996,0.839
7,0.122,1,0.02,0.432,0.99,0.977,0.125,1,0.008,0.184,0.997,0.854
8,0.12,1,0.02,0.449,0.99,1,0.126,1,0.009,0.205,0.996,0.857
9,0.119,1,0.021,0.466,0.989,1,0.123,1,0.006,0.19,0.997,0.857
