,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.207,0.947,0.01,0.06,0.997,0.718,0.197,0.955,0.02,0.094,0.996,0.665
1,0.202,0.945,0.013,0.085,0.996,0.745,0.2,0.955,0.022,0.112,0.992,0.695
2,0.197,0.947,0.013,0.096,0.996,0.754,0.197,0.955,0.025,0.13,0.991,0.698
3,0.199,0.949,0.014,0.103,0.996,0.752,0.2,0.955,0.029,0.141,0.989,0.7
4,0.198,0.947,0.013,0.107,0.996,0.753,0.194,0.957,0.023,0.131,0.992,0.707
5,0.197,0.949,0.013,0.107,0.996,0.752,0.197,0.955,0.026,0.141,0.99,0.706
6,0.198,0.949,0.013,0.107,0.996,0.755,0.198,0.955,0.026,0.142,0.99,0.707
7,0.198,0.949,0.014,0.112,0.996,0.757,0.198,0.955,0.026,0.142,0.99,0.705
8,0.198,0.949,0.013,0.109,0.996,0.754,0.198,0.955,0.026,0.141,0.99,0.705
9,0.198,0.949,0.013,0.106,0.996,0.752,0.198,0.955,0.026,0.142,0.99,0.704
