,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.07775524318458549,0.04183829698068033,0.04776111971302468,0.10423879441797855,0.020610308291788233,,0.15354877493383245,0.05247475196024534,0.02068711460612609,0.14604944119374294,0.030384005220819216,
1,0.07598375306675453,0.038903537814802734,0.009700146344158386,0.11453652313698971,0.01058924690664005,,0.17549402271340814,0.05824863219001914,0.01908591537586346,0.16216857234567514,0.03006834952423124,
2,0.0738223252684865,0.03719557344573659,0.010215952874660148,0.12858440608886698,0.01030524051087991,,0.18371201345903138,0.05610528291272425,0.02085570904808375,0.17664427761300805,0.02837049259398609,
3,0.07156784450479331,0.035181629691966254,0.01000161747353282,0.14018114611039678,0.00861335069857397,,0.1902338035823797,0.052557777537339444,0.019166457047401143,0.17188012612866888,0.020308581560575373,
4,0.07341737145113904,0.0353705686513765,0.00990284907087526,0.1424064409377639,0.008536612217214756,,0.2011757519492438,0.05642009299661622,0.016313347839813735,0.1763675893221154,0.019334535167081137,
5,0.0776751476508313,0.03480870544638342,0.009966918507881884,0.14460282414543735,0.008383067212675021,,0.21774098681949758,0.05657699223025261,0.01686968730508142,0.17154714424770368,0.01872700827256918,
6,0.07575667674473614,0.03488530670889247,0.010180560376168239,0.14737030597146605,0.009252788360027086,,0.21174232507163332,0.05686260387433553,0.017328741505244022,0.17945792259950957,0.022049279281365557,
7,0.07918739296259097,0.03394900887581512,0.009943329250319918,0.14526556781185085,0.008519125581389914,,0.2264888004763818,0.05447951159406823,0.015572626153207909,0.18068883834929114,0.019052225336946376,
8,0.07835104852517984,0.03394003794251985,0.009959780221991938,0.14575296376499555,0.008763499939309293,,0.222929498123748,0.05564369888150917,0.016843760790870643,0.1790788919511466,0.020732203827536464,
9,0.08499060100740538,0.03403558971534471,0.009827307314547708,0.14680684025079097,0.00829267558030439,,0.2461600668682671,0.05629386816776116,0.014361262362148696,0.17276241145984694,0.017658292020228988,
