,trainLoss,trainAcc,trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,testUncer,testTpr,testTnr,testRoc
0,0.199,0.945,0.013,0.113,0.996,0.755,0.1695,0.965,0.011,0.101,0.996,0.7235
1,0.187,0.949,0.015,0.143,0.995,0.785,0.171,0.964,0.0105,0.0995,0.997,0.7315
2,0.179,0.951,0.017,0.182,0.994,0.816,0.1805,0.965,0.0215,0.183,0.991,0.7455
3,0.17,0.953,0.018,0.2275,0.993,0.841,0.1855,0.964,0.0165,0.155,0.9935,0.7675
4,0.162,0.953,0.019,0.279,0.992,0.869,0.1855,0.966,0.01,0.133,0.997,0.783
5,0.153,0.957,0.02,0.317,0.991,0.888,0.1835,0.967,0.011,0.154,0.996,0.796
6,0.149,0.957,0.02,0.3455,0.991,0.899,0.1835,0.965,0.0095,0.146,0.997,0.8
7,0.145,0.957,0.02,0.361,0.99,0.9065,0.1815,0.965,0.011,0.1765,0.995,0.8005
8,0.143,0.957,0.021,0.373,0.99,0.9125,0.184,0.965,0.011,0.174,0.996,0.8105
9,0.139,0.959,0.021,0.382,0.99,0.916,0.189,0.966,0.0105,0.157,0.996,0.7985
