,trainLoss,trainAcc,1-trainUncer,trainTpr,trainTnr,trainRoc,testLoss,testAcc,1-testUncer,testTpr,testTnr,testRoc
0,0.23,0.947,1,0,1,0.5015,0.272,0.945,1,0,1,0.485
1,0.225,0.949,1,0,1,0.507,0.272,0.945,1,0,1,0.486
2,0.224,0.947,1,0,1,0.4995,0.272,0.945,1,0,1,0.488
3,0.226,0.9455,1,0,1,0.496,0.272,0.945,1,0,1,0.487
4,0.224,0.949,1,0,1,0.496,0.272,0.945,1,0,1,0.485
5,0.225,0.947,1,0,1,0.5,0.272,0.945,1,0,1,0.486
6,0.225,0.949,1,0,1,0.4965,0.272,0.945,1,0,1,0.487
7,0.227,0.947,1,0,1,0.5005,0.272,0.945,1,0,1,0.487
8,0.223,0.949,1,0,1,0.498,0.272,0.945,1,0,1,0.485
